Date,Level
19-05-11,247.468678611
20-05-11,247.450650314
21-05-11,247.440816509
22-05-11,247.425505364
23-05-11,247.397604145
24-05-11,247.365833987
25-05-11,247.334141403
26-05-11,247.319111872
27-05-11,247.305486544
28-05-11,247.284156369
29-05-11,247.310086547
30-05-11,247.633439514
31-05-11,247.704636551
01-06-11,247.661874761
02-06-11,247.572070468
03-06-11,247.48602077
04-06-11,247.410398369
05-06-11,247.348628062
06-06-11,247.327069515
07-06-11,247.348272845
08-06-11,247.350431849
09-06-11,247.342556414
10-06-11,247.326969042
11-06-11,247.303927546
12-06-11,247.268870058
13-06-11,247.240694066
14-06-11,247.225265133
15-06-11,247.203917698
16-06-11,247.184647569
17-06-11,247.172086123
18-06-11,247.186167537
19-06-11,247.169646543
20-06-11,247.133003544
21-06-11,247.091281098
22-06-11,247.056901378
23-06-11,247.028695186
24-06-11,247.002254608
25-06-11,246.969428122
26-06-11,246.932350641
27-06-11,246.899817723
28-06-11,246.873815953
29-06-11,246.850678101
30-06-11,246.820997655
01-07-11,246.786215618
02-07-11,246.750372963
03-07-11,246.717257727
04-07-11,246.687096952
05-07-11,246.658703404
06-07-11,246.637360193
07-07-11,246.619466569
08-07-11,246.610987909
09-07-11,246.656679321
10-07-11,246.706667817
11-07-11,246.694797059
12-07-11,246.674069011
13-07-11,246.664315432
14-07-11,246.641049301
15-07-11,246.610985741
16-07-11,246.576233081
17-07-11,246.57817479
18-07-11,246.572495377
19-07-11,246.620464681
20-07-11,246.617431449
21-07-11,246.598531007
22-07-11,246.566021259
23-07-11,246.524598232
24-07-11,246.477907316
25-07-11,246.434160262
26-07-11,246.39846438
27-07-11,246.362190952
28-07-11,246.321765196
29-07-11,246.278403501
30-07-11,246.235574743
31-07-11,246.194925097
01-08-11,246.156318041
02-08-11,246.120136114
03-08-11,246.090975827
04-08-11,246.060739922
05-08-11,246.035157238
06-08-11,246.031104447
07-08-11,246.039192692
08-08-11,246.018639052
09-08-11,245.983253605
10-08-11,245.938106847
11-08-11,245.89020307
12-08-11,245.842510986
13-08-11,245.797107521
14-08-11,245.755610482
15-08-11,245.730290703
16-08-11,245.701270405
17-08-11,245.664013404
18-08-11,245.623707065
19-08-11,245.58296633
20-08-11,245.543077444
21-08-11,245.504802078
22-08-11,245.528234161
23-08-11,245.550032166
24-08-11,245.546225859
25-08-11,245.52148178
26-08-11,245.526650672
27-08-11,245.518518603
28-08-11,245.484353591
29-08-11,245.436883211
30-08-11,245.389082334
31-08-11,245.386728916
01-09-11,245.42344542
02-09-11,245.440092969
03-09-11,245.432217457
04-09-11,245.465221315
05-09-11,245.468529846
06-09-11,245.440544759
07-09-11,245.393531645
08-09-11,245.341136441
09-09-11,245.292481282
10-09-11,245.246770009
11-09-11,245.216726505
12-09-11,245.210980259
13-09-11,245.186630507
14-09-11,245.150753793
15-09-11,245.107787402
16-09-11,245.062777128
17-09-11,245.028651371
18-09-11,244.996480571
19-09-11,244.965590267
20-09-11,244.92940423
21-09-11,244.887175074
22-09-11,244.843429729
23-09-11,244.800351198
24-09-11,244.76119788
25-09-11,244.723169422
26-09-11,244.682936085
27-09-11,244.642655001
28-09-11,244.605634667
29-09-11,244.576266416
30-09-11,244.539449891
01-10-11,244.496252165
02-10-11,244.448545185
03-10-11,244.398797433
04-10-11,244.350103761
05-10-11,244.303835458
06-10-11,244.258846567
07-10-11,244.216063645
08-10-11,244.174214208
09-10-11,244.13405867
10-10-11,244.092977307
11-10-11,244.052802486
12-10-11,244.009853033
13-10-11,243.967002619
14-10-11,243.922116895
15-10-11,243.876514279
16-10-11,243.830769064
17-10-11,243.785565327
18-10-11,243.742418711
19-10-11,243.701103809
20-10-11,243.665075213
21-10-11,243.62452249
22-10-11,243.5792783
23-10-11,243.584352696
24-10-11,244.315251127
25-10-11,244.601667417
26-10-11,244.98074437
27-10-11,245.595409973
28-10-11,245.588269157
29-10-11,245.429151785
30-10-11,245.244256602
31-10-11,245.108289056
01-11-11,245.151013071
02-11-11,245.171646498
03-11-11,245.339703354
04-11-11,245.345374449
05-11-11,245.324960752
06-11-11,245.322356601
07-11-11,245.270564989
08-11-11,245.231437041
09-11-11,245.295851551
10-11-11,245.328422279
11-11-11,245.693716559
12-11-11,245.802910099
13-11-11,245.731369073
14-11-11,245.679452912
15-11-11,245.771249612
16-11-11,246.09404843
17-11-11,246.137930751
18-11-11,246.096134432
19-11-11,246.262667759
20-11-11,246.324383795
21-11-11,246.360282669
22-11-11,246.498399643
23-11-11,246.474220398
24-11-11,246.403083771
25-11-11,246.327611975
26-11-11,246.26989833
27-11-11,246.231913572
28-11-11,246.209347582
29-11-11,246.199555204
30-11-11,246.272614581
01-12-11,246.307575072
02-12-11,246.682607175
03-12-11,246.742330898
04-12-11,246.737095175
05-12-11,246.800519685
06-12-11,246.867827615
07-12-11,246.843307455
08-12-11,246.799561425
09-12-11,246.764072519
10-12-11,246.886751653
11-12-11,246.929078916
12-12-11,246.948741105
13-12-11,247.03330779
14-12-11,247.229937892
15-12-11,247.311265184
16-12-11,247.515920818
17-12-11,247.592057783
18-12-11,247.53914746
19-12-11,247.433749602
20-12-11,247.335170154
21-12-11,247.275522778
22-12-11,247.21937979
23-12-11,247.168460442
24-12-11,247.133213577
25-12-11,247.100253547
26-12-11,247.072451951
27-12-11,247.049535541
28-12-11,247.033265632
29-12-11,247.026583026
30-12-11,247.01324567
31-12-11,247.009758506
01-01-12,247.058505147
02-01-12,247.430355961
03-01-12,247.481727705
04-01-12,247.477382272
05-01-12,247.443574159
06-01-12,247.402024757
07-01-12,247.358360921
08-01-12,247.314974763
09-01-12,247.275701507
10-01-12,247.242435064
11-01-12,247.21428197
12-01-12,247.190691872
13-01-12,247.169775719
14-01-12,247.153381143
15-01-12,247.232328975
16-01-12,247.302476104
17-01-12,247.294691131
18-01-12,247.264095749
19-01-12,247.235360371
20-01-12,247.209529546
21-01-12,247.186582486
22-01-12,247.162867249
23-01-12,247.13786574
24-01-12,247.114668794
25-01-12,247.088207555
26-01-12,247.09122222
27-01-12,247.1004834
28-01-12,247.083832188
29-01-12,247.058745438
30-01-12,247.031457469
31-01-12,247.009126922
01-02-12,247.014942657
02-02-12,247.037495816
03-02-12,247.019831893
04-02-12,246.994077802
05-02-12,246.975810429
06-02-12,246.998163279
07-02-12,247.005623797
08-02-12,247.000636213
09-02-12,246.981170197
10-02-12,246.959888643
11-02-12,246.935115854
12-02-12,246.907071228
13-02-12,246.880225232
14-02-12,246.868661203
15-02-12,246.869819279
16-02-12,246.857372093
17-02-12,246.837767164
18-02-12,246.817810063
19-02-12,246.803338394
20-02-12,246.795985974
21-02-12,246.780077752
22-02-12,246.760753794
23-02-12,246.740822444
24-02-12,246.717880838
25-02-12,246.694704387
26-02-12,246.674963225
27-02-12,246.658125373
28-02-12,246.63979568
29-02-12,246.619734966
01-03-12,246.603247248
02-03-12,246.591105314
03-03-12,246.590243122
04-03-12,246.617044315
05-03-12,246.634245745
06-03-12,246.619511338
07-03-12,246.59755993
08-03-12,246.57835511
09-03-12,246.550367076
10-03-12,246.51564913
11-03-12,246.478193917
12-03-12,246.442797595
13-03-12,246.409940541
14-03-12,246.3787641
15-03-12,246.348577788
16-03-12,246.31969442
17-03-12,246.330321129
18-03-12,246.448602626
19-03-12,246.504264051
20-03-12,246.489035391
21-03-12,246.445510975
22-03-12,246.396842944
23-03-12,246.349768747
24-03-12,246.300816593
25-03-12,246.253391499
26-03-12,246.208928056
27-03-12,246.16708556
28-03-12,246.127703476
29-03-12,246.087925661
30-03-12,246.048843342
31-03-12,246.01124763
01-04-12,245.976088047
02-04-12,245.942417064
03-04-12,245.911414339
04-04-12,245.884050758
05-04-12,245.871285491
06-04-12,245.896480715
07-04-12,245.992691724
08-04-12,246.018076463
09-04-12,245.992167662
10-04-12,246.000904348
11-04-12,246.098036936
12-04-12,246.212556941
13-04-12,246.260658536
14-04-12,246.515370159
15-04-12,246.674999573
16-04-12,246.69608804
17-04-12,246.614748464
18-04-12,246.787885482
19-04-12,247.147180689
20-04-12,247.25810688
21-04-12,247.27315378
22-04-12,247.178607463
23-04-12,247.078892361
24-04-12,247.021276202
25-04-12,247.196835124
26-04-12,247.34032855
27-04-12,247.35199696
28-04-12,247.318661145
29-04-12,247.280892512
30-04-12,247.231800991
01-05-12,247.207169299
02-05-12,247.19538861
03-05-12,247.294802342
04-05-12,247.458868078
05-05-12,247.648314059
06-05-12,247.73137172
07-05-12,247.70305276
08-05-12,247.860291771
09-05-12,247.9130775
10-05-12,247.772424107
11-05-12,247.59430941
12-05-12,247.45746053
13-05-12,247.348074016
14-05-12,247.269941931
15-05-12,247.216773665
16-05-12,247.162328473
17-05-12,247.106829023
18-05-12,247.076694283
19-05-12,247.124439081
20-05-12,247.225692725
21-05-12,247.29116022
22-05-12,247.300595216
23-05-12,247.263001808
24-05-12,247.189027976
25-05-12,247.120582454
26-05-12,247.096950627
27-05-12,247.099080806
28-05-12,247.09404712
29-05-12,247.06018231
30-05-12,247.021140059
31-05-12,246.974626066
01-06-12,246.926140071
02-06-12,246.941640199
03-06-12,246.980063051
04-06-12,246.966909176
05-06-12,246.943582318
06-06-12,246.954330997
07-06-12,247.084169297
08-06-12,247.15884293
09-06-12,247.156884425
10-06-12,247.197927868
11-06-12,247.250878177
12-06-12,247.370409724
13-06-12,247.362776924
14-06-12,247.290978799
15-06-12,247.228013221
16-06-12,247.408976243
17-06-12,247.498231502
18-06-12,247.617253697
19-06-12,247.576731838
20-06-12,247.512866267
21-06-12,247.617792347
22-06-12,247.590556343
23-06-12,247.508467451
24-06-12,247.409801681
25-06-12,247.321817235
26-06-12,247.244754474
27-06-12,247.176213135
28-06-12,247.121804169
29-06-12,247.092177681
30-06-12,247.106045987
01-07-12,247.160618953
02-07-12,247.148327136
03-07-12,247.12892997
04-07-12,247.122517674
05-07-12,247.141178206
06-07-12,247.18042574
07-07-12,247.229013666
08-07-12,247.267782901
09-07-12,247.256106658
10-07-12,247.228278634
11-07-12,247.198147659
12-07-12,247.154588728
13-07-12,247.118084631
14-07-12,247.133745913
15-07-12,247.128602383
16-07-12,247.094887613
17-07-12,247.042183635
18-07-12,246.985994004
19-07-12,246.937495775
20-07-12,246.899155482
21-07-12,246.865992364
22-07-12,246.833524216
23-07-12,246.800376435
24-07-12,246.766595073
25-07-12,246.733909694
26-07-12,246.71329501
27-07-12,246.734884046
28-07-12,246.746951286
29-07-12,246.741006431
30-07-12,246.715947371
31-07-12,246.681298677
01-08-12,246.646698169
02-08-12,246.625374203
03-08-12,246.600915361
04-08-12,246.573251099
05-08-12,246.588828474
06-08-12,246.598639727
07-08-12,246.586605313
08-08-12,246.555366155
09-08-12,246.514549502
10-08-12,246.471550874
11-08-12,246.429306592
12-08-12,246.393294505
13-08-12,246.364905716
14-08-12,246.48092714
15-08-12,246.861749804
16-08-12,246.90634753
17-08-12,246.850310095
18-08-12,246.760461276
19-08-12,246.675210271
20-08-12,246.606143298
21-08-12,246.551871774
22-08-12,246.503337252
23-08-12,246.461707446
24-08-12,246.458109861
25-08-12,246.498292024
26-08-12,246.495608041
27-08-12,246.46649636
28-08-12,246.435196685
29-08-12,246.40631891
30-08-12,246.375142759
31-08-12,246.342695123
01-09-12,246.305162688
02-09-12,246.264227484
03-09-12,246.222106156
04-09-12,246.181163911
05-09-12,246.143618573
06-09-12,246.108077532
07-09-12,246.072386596
08-09-12,246.037371398
09-09-12,246.005402796
10-09-12,245.979261268
11-09-12,245.954501238
12-09-12,245.937515701
13-09-12,245.913871036
14-09-12,245.88328446
15-09-12,245.846797634
16-09-12,245.807231721
17-09-12,245.768285651
18-09-12,245.740390316
19-09-12,245.715518393
20-09-12,245.683305594
21-09-12,245.647228101
22-09-12,245.615736964
23-09-12,245.619650586
24-09-12,245.752504534
25-09-12,245.929175732
26-09-12,246.131205771
27-09-12,246.189890653
28-09-12,246.143367655
29-09-12,246.066450523
30-09-12,245.987247034
01-10-12,245.914247926
02-10-12,245.856063952
03-10-12,245.827932927
04-10-12,245.797581547
05-10-12,245.758312957
06-10-12,245.71752746
07-10-12,245.698199926
08-10-12,245.677710044
09-10-12,245.673452919
10-10-12,245.706429304
11-10-12,245.861256313
12-10-12,245.949903701
13-10-12,245.951358767
14-10-12,246.013290585
15-10-12,246.041062461
16-10-12,246.167655479
17-10-12,246.743534646
18-10-12,246.97235747
19-10-12,246.929519072
20-10-12,246.796246042
21-10-12,246.656185902
22-10-12,246.53892949
23-10-12,246.460071803
24-10-12,246.408295048
25-10-12,246.429648831
26-10-12,246.431180752
27-10-12,246.431269293
28-10-12,246.397631241
29-10-12,246.351412028
30-10-12,246.390458224
31-10-12,246.397695995
01-11-12,246.484870466
02-11-12,246.599847781
03-11-12,246.874821789
04-11-12,246.96181962
05-11-12,246.962097593
06-11-12,246.93777434
07-11-12,246.862224956
08-11-12,246.883569384
09-11-12,246.940785515
10-11-12,247.031024207
11-11-12,247.148985781
12-11-12,247.14750423
13-11-12,247.076324925
14-11-12,246.995004605
15-11-12,246.924103504
16-11-12,246.945434097
17-11-12,247.139227805
18-11-12,247.264224921
19-11-12,247.239064034
20-11-12,247.18179147
21-11-12,247.429738772
22-11-12,247.440724868
23-11-12,247.381258766
24-11-12,247.376978664
25-11-12,247.379858647
26-11-12,247.403938107
27-11-12,247.502435106
28-11-12,247.581330788
29-11-12,247.616492684
30-11-12,247.687858481
01-12-12,247.693604675
02-12-12,247.636120925
03-12-12,247.571537484
04-12-12,247.7457756
05-12-12,247.805018135
06-12-12,247.926600585
07-12-12,248.161785487
08-12-12,248.126031053
09-12-12,248.022081788
10-12-12,247.920625743
11-12-12,247.845221022
12-12-12,247.79052101
13-12-12,247.964619821
14-12-12,249.681167417
15-12-12,250.025668106
16-12-12,250.323739307
17-12-12,250.21922057
18-12-12,250.018220974
19-12-12,249.708896876
20-12-12,249.837754281
21-12-12,249.715515385
22-12-12,249.390960027
23-12-12,249.02785046
24-12-12,248.771312366
25-12-12,248.848184522
26-12-12,248.687782729
27-12-12,248.469245942
28-12-12,248.243409322
29-12-12,248.281195603
30-12-12,248.238801749
31-12-12,248.366082114
01-01-13,248.597428056
02-01-13,248.438856248
03-01-13,248.219363532
04-01-13,247.999763161
05-01-13,247.806896308
06-01-13,247.649676349
07-01-13,247.527614348
08-01-13,247.437445407
09-01-13,247.49804257
10-01-13,247.550078625
11-01-13,247.526739484
12-01-13,247.606959625
13-01-13,247.78892889
14-01-13,247.81014918
15-01-13,247.768342941
16-01-13,248.2058109
17-01-13,248.37372415
18-01-13,249.500621038
19-01-13,250.793376038
20-01-13,250.808171792
21-01-13,250.674017753
22-01-13,250.681123417
23-01-13,250.492203097
24-01-13,250.195544137
25-01-13,249.929136854
26-01-13,249.60139678
27-01-13,249.66879108
28-01-13,249.447487198
29-01-13,249.08496318
30-01-13,248.761394862
31-01-13,248.55297145
01-02-13,248.592130286
02-02-13,248.815139859
03-02-13,248.588990311
04-02-13,248.29924315
05-02-13,248.013057556
06-02-13,247.885063242
07-02-13,247.692497571
08-02-13,247.470835767
09-02-13,247.237403182
10-02-13,247.431366252
11-02-13,247.691183911
12-02-13,247.750932607
13-02-13,247.628333445
14-02-13,247.419200772
15-02-13,247.192605626
16-02-13,246.98066361
17-02-13,246.867717517
18-02-13,246.817890214
19-02-13,246.75062083
20-02-13,246.690597009
21-02-13,246.725351949
22-02-13,246.862609724
23-02-13,246.961397883
24-02-13,246.888845709
25-02-13,246.787109215
26-02-13,246.690444684
27-02-13,246.643543399
28-02-13,246.586197129
01-03-13,246.525661564
02-03-13,246.474704765
03-03-13,246.432705583
04-03-13,246.394060075
05-03-13,246.369916947
06-03-13,246.481402181
07-03-13,246.934382022
08-03-13,247.206427799
09-03-13,247.35304935
10-03-13,247.706424373
11-03-13,248.093543998
12-03-13,248.444771568
13-03-13,248.362758313
14-03-13,248.138629833
15-03-13,247.884636111
16-03-13,247.672156189
17-03-13,247.605130315
18-03-13,247.49951919
19-03-13,247.403768595
20-03-13,247.306750953
21-03-13,247.197750604
22-03-13,247.336380344
23-03-13,247.47716873
24-03-13,247.665375413
25-03-13,248.490201251
26-03-13,248.951491351
27-03-13,249.586222299
28-03-13,249.64475277
29-03-13,250.040039705
30-03-13,249.976008086
31-03-13,249.760536082
01-04-13,249.834776986
02-04-13,249.639068163
03-04-13,249.321628938
04-04-13,249.03837532
05-04-13,248.672241323
06-04-13,248.298943067
07-04-13,248.00950019
08-04-13,247.960770725
09-04-13,248.047438804
10-04-13,247.941494593
11-04-13,249.180689376
12-04-13,249.331885748
13-04-13,248.997807688
14-04-13,248.568404905
15-04-13,248.174130542
16-04-13,247.738103302
17-04-13,247.315528119
18-04-13,246.956066541
19-04-13,246.64830152
20-04-13,246.37247821
21-04-13,246.151602072
22-04-13,245.982990088
23-04-13,245.863173447
24-04-13,245.768030953
25-04-13,245.701661014
26-04-13,245.662992607
27-04-13,245.693831632
28-04-13,245.774745384
29-04-13,245.78172545
30-04-13,245.788965434
01-05-13,245.861526071
02-05-13,245.873094628
03-05-13,245.823987622
04-05-13,245.757210707
05-05-13,245.699683766
06-05-13,245.702700425
07-05-13,245.860647152
08-05-13,245.93057937
09-05-13,245.990894395
10-05-13,245.993098639
11-05-13,245.94010775
12-05-13,245.89046729
13-05-13,245.834096734
14-05-13,245.785303253
15-05-13,245.89209214
16-05-13,246.048649451
17-05-13,246.348723547
18-05-13,246.659966335
19-05-13,246.795922768
20-05-13,246.783433353
21-05-13,246.627190472
22-05-13,246.475319171
23-05-13,246.347738249
24-05-13,246.248798312
25-05-13,246.166907772
26-05-13,246.106661093
27-05-13,246.079531805
28-05-13,246.125698343
29-05-13,246.231651221
30-05-13,246.323602585
31-05-13,246.311462994
01-06-13,246.259716646
02-06-13,246.212123069
03-06-13,246.147274624
04-06-13,246.07979939
05-06-13,246.019588357
06-06-13,245.976943427
07-06-13,246.015451002
08-06-13,246.14351742
09-06-13,246.211262725
10-06-13,246.235720068
11-06-13,246.257376415
12-06-13,246.237618737
13-06-13,246.271844229
14-06-13,246.276825419
15-06-13,246.22062414
16-06-13,246.173179455
17-06-13,246.475959583
18-06-13,246.633176615
19-06-13,246.740079314
20-06-13,246.716950214
21-06-13,246.704127356
22-06-13,246.633499854
23-06-13,246.553903502
24-06-13,246.464533723
25-06-13,246.376007927
26-06-13,246.296699158
27-06-13,246.230136949
28-06-13,246.175849776
29-06-13,246.1321166
30-06-13,246.093522468
01-07-13,246.057557444
02-07-13,246.037717292
03-07-13,246.022873751
04-07-13,246.001255645
05-07-13,245.972154877
06-07-13,245.938236689
07-07-13,245.904853125
08-07-13,245.870982116
09-07-13,245.837302159
10-07-13,245.80649214
11-07-13,245.776752974
12-07-13,245.747380469
13-07-13,245.721960146
14-07-13,245.699796839
15-07-13,245.67256519
16-07-13,245.643756055
17-07-13,245.61464576
18-07-13,245.581093118
19-07-13,245.546714624
20-07-13,245.520177938
21-07-13,245.496806439
22-07-13,245.470514033
23-07-13,245.442255275
24-07-13,245.409585238
25-07-13,245.380187501
26-07-13,245.358467128
27-07-13,245.330081896
28-07-13,245.318176146
29-07-13,245.346040581
30-07-13,245.337467469
31-07-13,245.304684466
01-08-13,245.260007658
02-08-13,245.218489363
03-08-13,245.187012982
04-08-13,245.152067051
05-08-13,245.113500208
06-08-13,245.077824761
07-08-13,245.070438772
08-08-13,245.078506858
09-08-13,245.054326691
10-08-13,245.013135683
11-08-13,244.964474433
12-08-13,244.914710084
13-08-13,244.868407441
14-08-13,244.825360901
15-08-13,244.783898646
16-08-13,244.742423865
17-08-13,244.701406938
18-08-13,244.661431576
19-08-13,244.621596785
20-08-13,244.580323481
21-08-13,244.538371358
22-08-13,244.497144572
23-08-13,244.455387484
24-08-13,244.413579918
25-08-13,244.371521041
26-08-13,244.33344391
27-08-13,244.291962058
28-08-13,244.247286939
29-08-13,244.201877793
30-08-13,244.156613917
31-08-13,244.112170267
01-09-13,244.069639231
02-09-13,244.024284728
03-09-13,243.9782815
04-09-13,243.934250681
05-09-13,243.890468881
06-09-13,243.849375636
07-09-13,243.812764794
08-09-13,243.774124981
09-09-13,243.73031658
10-09-13,243.68388568
11-09-13,243.637093664
12-09-13,243.589509386
13-09-13,243.541437046
14-09-13,243.492072254
15-09-13,243.44502418
16-09-13,243.398662197
17-09-13,243.353544801
18-09-13,243.308184437
19-09-13,243.263418766
20-09-13,243.218057424
21-09-13,243.171372878
22-09-13,243.121332953
23-09-13,243.068697273
24-09-13,243.014150424
25-09-13,242.96761089
26-09-13,242.931085652
27-09-13,242.897222815
28-09-13,242.934346603
29-09-13,242.99898359
30-09-13,243.030816358
01-10-13,243.285675553
02-10-13,243.355672214
03-10-13,243.612751651
04-10-13,243.676722394
05-10-13,243.657396381
06-10-13,243.596700634
07-10-13,243.521315999
08-10-13,243.441717827
09-10-13,243.364436519
10-10-13,243.291109964
11-10-13,243.223114867
12-10-13,243.160568042
13-10-13,243.109985054
14-10-13,243.087620821
15-10-13,243.194931415
16-10-13,243.3706331
17-10-13,243.468348582
18-10-13,243.511057277
19-10-13,243.823973068
20-10-13,243.940888689
21-10-13,244.016982521
22-10-13,244.942874677
23-10-13,245.378771022
24-10-13,245.829087942
25-10-13,245.958748774
26-10-13,245.820662367
27-10-13,245.612466964
28-10-13,245.548384606
29-10-13,245.503219427
30-10-13,245.400046701
31-10-13,245.276445186
01-11-13,245.236066421
02-11-13,246.226019466
03-11-13,246.498418684
04-11-13,247.066350495
05-11-13,247.251608729
06-11-13,247.224388155
07-11-13,247.080167789
08-11-13,247.296547432
09-11-13,247.332597719
10-11-13,247.32607771
11-11-13,247.172667448
12-11-13,246.979284584
13-11-13,246.791406671
14-11-13,246.625806232
15-11-13,246.489755922
16-11-13,246.403754348
17-11-13,246.333991126
18-11-13,246.295284793
19-11-13,246.344023597
20-11-13,246.355514676
21-11-13,246.34428451
22-11-13,246.353242962
23-11-13,246.330165919
24-11-13,246.298063084
25-11-13,246.270601777
26-11-13,246.244852541
27-11-13,246.222849575
28-11-13,246.205998324
29-11-13,246.196115008
30-11-13,246.19287813
01-12-13,246.192735673
02-12-13,246.185959858
03-12-13,246.179926468
04-12-13,246.173935334
05-12-13,246.166784137
06-12-13,246.160842886
07-12-13,246.154501698
08-12-13,246.148880066
09-12-13,246.142539054
10-12-13,246.132689797
11-12-13,246.11043342
12-12-13,246.080631653
13-12-13,246.075494929
14-12-13,246.105416633
15-12-13,246.102013372
16-12-13,246.089482947
17-12-13,246.155564783
18-12-13,246.246291166
19-12-13,246.739995093
20-12-13,246.911683369
21-12-13,246.861585478
22-12-13,246.773542664
23-12-13,246.703849687
24-12-13,247.78620664
25-12-13,248.333381821
26-12-13,248.424544719
27-12-13,248.451106539
28-12-13,248.825952486
29-12-13,248.763520436
30-12-13,248.5669155
31-12-13,248.530697354
01-01-14,248.827559746
02-01-14,249.101763035
03-01-14,249.227073027
04-01-14,249.686268523
05-01-14,249.725707637
06-01-14,250.233745053
07-01-14,250.147865038
08-01-14,250.322478843
09-01-14,250.384510582
10-01-14,250.040549159
11-01-14,249.638160991
12-01-14,249.286045549
13-01-14,249.091577612
14-01-14,249.338371148
15-01-14,249.265849691
16-01-14,249.596461314
17-01-14,249.513790849
18-01-14,249.378167836
19-01-14,249.41220193
20-01-14,249.220729154
21-01-14,248.956419669
22-01-14,248.795933425
23-01-14,248.505850168
24-01-14,248.149238675
25-01-14,247.858775228
26-01-14,247.589182739
27-01-14,247.510340279
28-01-14,247.561485519
29-01-14,247.686754672
30-01-14,247.73608119
31-01-14,247.873911084
01-02-14,248.454801391
02-02-14,248.35076911
03-02-14,248.617744388
04-02-14,249.18169296
05-02-14,249.706782459
06-02-14,250.068009237
07-02-14,250.429400445
08-02-14,251.493534083
09-02-14,251.63514734
10-02-14,251.975917364
11-02-14,251.838964459
12-02-14,251.391932321
13-02-14,251.171786679
14-02-14,251.14572501
15-02-14,251.275801146
16-02-14,250.891899179
17-02-14,250.473653667
18-02-14,250.020189786
19-02-14,249.524287042
20-02-14,249.193639158
21-02-14,248.849677061
22-02-14,248.520645514
23-02-14,248.053081178
24-02-14,247.659260901
25-02-14,247.607307371
26-02-14,247.508699854
27-02-14,247.388357853
28-02-14,247.178136219
01-03-14,247.657018519
02-03-14,247.810235467
03-03-14,248.003904723
04-03-14,248.016672554
05-03-14,247.835373039
06-03-14,247.44933027
07-03-14,247.028425737
08-03-14,246.60867915
09-03-14,246.199291697
10-03-14,245.820481395
11-03-14,245.483990446
12-03-14,245.207209371
13-03-14,244.98659884
14-03-14,244.82025112
15-03-14,244.69887313
16-03-14,244.600637461
17-03-14,244.525890322
18-03-14,244.482745437
19-03-14,244.465188626
20-03-14,244.441798915
21-03-14,244.475852387
22-03-14,244.59475503
23-03-14,244.729193649
24-03-14,244.922430017
25-03-14,245.174606501
26-03-14,245.444771333
27-03-14,245.487053039
28-03-14,245.400198698
29-03-14,245.33967393
30-03-14,245.303370992
31-03-14,245.580784174
01-04-14,246.055070272
02-04-14,246.250592002
03-04-14,246.227035572
04-04-14,246.209791023
05-04-14,246.145080243
06-04-14,246.027426337
07-04-14,245.915339946
08-04-14,245.858954914
09-04-14,245.744902641
10-04-14,245.658277614
11-04-14,245.636133048
12-04-14,245.580521534
13-04-14,245.518967468
14-04-14,245.463226878
15-04-14,245.445626362
16-04-14,245.517687788
17-04-14,245.524893066
18-04-14,245.501327011
19-04-14,245.589949632
20-04-14,245.733426591
21-04-14,245.894770892
22-04-14,245.965852722
23-04-14,246.16326735
24-04-14,246.280973104
25-04-14,246.469178223
26-04-14,246.704013941
27-04-14,246.622230001
28-04-14,246.507744132
29-04-14,246.406602561
30-04-14,246.384942184
01-05-14,246.348281939
02-05-14,246.268105262
03-05-14,246.17327383
04-05-14,246.087884331
05-05-14,246.019242629
06-05-14,245.983608686
07-05-14,245.980012703
08-05-14,245.960752103
09-05-14,245.938914312
10-05-14,245.924321316
11-05-14,245.935161559
12-05-14,245.91658738
13-05-14,245.896856551
14-05-14,245.867344558
15-05-14,245.830481304
16-05-14,245.79192106
17-05-14,245.756895357
18-05-14,245.731065469
19-05-14,245.747467412
20-05-14,245.887860053
21-05-14,246.175209834
22-05-14,246.457823933
23-05-14,246.727177656
24-05-14,246.726848827
25-05-14,246.644145947
26-05-14,246.554910425
27-05-14,246.488742481
28-05-14,246.524056868
29-05-14,246.639987919
30-05-14,246.722375962
31-05-14,246.675028416
01-06-14,246.580811293
02-06-14,246.474176955
03-06-14,246.385709883
04-06-14,246.333495226
05-06-14,246.295533163
06-06-14,246.421656143
07-06-14,246.582564637
08-06-14,246.607226031
09-06-14,246.635893701
10-06-14,246.627469621
11-06-14,246.550780119
12-06-14,246.457453491
13-06-14,246.374483821
14-06-14,246.305499745
15-06-14,246.242963018
16-06-14,246.189250887
17-06-14,246.145243239
18-06-14,246.10781193
19-06-14,246.07762621
20-06-14,246.14126008
21-06-14,246.423900505
22-06-14,246.631126816
23-06-14,246.845863236
24-06-14,247.028910786
25-06-14,247.0219221
26-06-14,246.9258359
27-06-14,246.817056121
28-06-14,246.855254406
29-06-14,246.885346023
30-06-14,246.85035713
01-07-14,246.829046487
02-07-14,246.857129323
03-07-14,246.810905747
04-07-14,246.735939846
05-07-14,246.690165989
06-07-14,246.967712518
07-07-14,247.019935432
08-07-14,247.002016433
09-07-14,246.946701923
10-07-14,246.862503513
11-07-14,246.776038801
12-07-14,246.703744088
13-07-14,246.646314608
14-07-14,246.603845106
15-07-14,246.566098773
16-07-14,246.526152205
17-07-14,246.489216689
18-07-14,246.462804485
19-07-14,246.58373168
20-07-14,246.778821019
21-07-14,246.803511284
22-07-14,246.757298687
23-07-14,246.685453515
24-07-14,246.627655786
25-07-14,246.58405464
26-07-14,246.545508758
27-07-14,246.504668833
